City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
365,Aksarka,66.56,67.8,24.51,95,10,13.13,RU,clear sky
366,Aswan,24.09,32.91,70.63,52,0,7.2,EG,clear sky
367,Aksehir,38.36,31.42,44.42,70,21,3.33,TR,few clouds
368,Sosnovo-Ozerskoye,52.52,111.54,12.31,91,45,7.72,RU,scattered clouds
369,The Valley,18.22,-63.06,82.99,74,40,16.11,AI,scattered clouds
370,Smithers,54.78,-127.17,53.6,71,90,9.17,CA,overcast clouds
371,Faridabad,28.43,77.32,60.8,77,0,5.59,IN,mist
372,Bathsheba,13.22,-59.52,82.4,78,40,23.04,BB,shower rain
373,Maloy,61.94,5.11,48.2,81,99,33.33,NO,shower rain
374,Ilulissat,69.22,-51.1,17.6,72,100,2.24,GL,light snow
375,Petropavlovsk-Kamchatskiy,53.05,158.65,32.0,70,5,6.71,RU,clear sky
376,Talaya,61.38,152.75,18.77,92,99,4.52,RU,overcast clouds
377,Baghmara,23.8,86.21,71.69,50,1,5.48,IN,clear sky
378,Klaksvik,62.23,-6.59,42.8,93,89,8.05,FO,overcast clouds
379,Aykhal,66.0,111.5,5.0,84,90,6.71,RU,light snow
380,Grindavik,63.84,-22.43,35.6,75,90,5.82,IS,overcast clouds
381,Payson,40.04,-111.73,71.01,28,1,5.82,US,clear sky
382,Haapiti,-17.57,-149.87,82.4,69,75,10.29,PF,broken clouds
383,Gloversville,43.05,-74.34,42.8,100,90,5.82,US,moderate rain
384,Tabory,58.52,64.55,25.72,98,0,4.34,RU,clear sky
385,Atasu,48.68,71.64,35.91,68,72,4.27,KZ,broken clouds
386,Godda,24.83,87.22,71.02,63,34,3.0,IN,scattered clouds
387,Petilia Policastro,39.11,16.79,64.4,82,36,4.7,IT,scattered clouds
388,Issoire,45.55,3.25,62.6,63,75,8.05,FR,broken clouds
389,Pitsunda,43.16,40.34,55.4,82,90,8.95,GE,light intensity shower rain
390,Mariental,-24.63,17.97,71.96,21,46,6.17,NA,scattered clouds
391,Cururupu,-1.83,-44.87,76.32,85,48,3.49,BR,scattered clouds
392,Kolpny,52.23,37.04,46.74,90,34,7.9,RU,scattered clouds
393,Bambanglipuro,-7.95,110.28,76.96,84,75,4.23,ID,light rain
394,Kulhudhuffushi,6.62,73.07,82.22,68,28,4.5,MV,scattered clouds
395,Vestmanna,62.16,-7.17,42.8,93,51,8.05,FO,broken clouds
396,Husavik,66.04,-17.34,37.4,55,90,5.82,IS,overcast clouds
397,Port Hardy,50.7,-127.42,55.4,66,75,6.93,CA,broken clouds
398,Mujiayingzi,42.12,118.78,26.47,81,15,7.7,CN,few clouds
399,Khingansk,49.12,131.18,24.85,98,96,3.94,RU,light snow
400,Aurdal,60.92,9.42,39.99,97,100,3.0,NO,overcast clouds
401,Puerto Escondido,15.85,-97.07,83.43,67,0,3.44,MX,clear sky
402,Tondano,1.3,124.91,73.4,94,20,2.24,ID,few clouds
403,Jiehu,35.54,118.45,47.95,49,0,0.78,CN,clear sky
404,Wuda,39.5,106.71,32.52,76,0,3.02,CN,clear sky
405,Vaitape,-16.52,-151.75,81.1,78,27,20.31,PF,light rain
406,Aksu,41.12,80.26,36.23,70,0,1.1,CN,clear sky
407,Lakatoro,-16.1,167.42,82.4,78,75,11.41,VU,broken clouds
408,Marzuq,14.4,46.47,59.94,32,0,2.28,YE,clear sky
409,San Rafael,-34.62,-68.33,82.44,15,2,14.7,AR,clear sky
410,Camacha,33.08,-16.33,66.2,88,20,1.12,PT,few clouds
411,Lavrentiya,65.58,-171.0,22.75,87,3,3.91,RU,clear sky
412,Hvide Sande,56.0,8.13,55.99,74,84,7.0,DK,light rain
413,Tilichiki,60.47,166.1,27.14,94,52,5.17,RU,broken clouds
414,Pontes E Lacerda,-15.23,-59.34,78.37,54,55,3.87,BR,broken clouds
415,Tekeli,44.83,78.82,39.74,55,2,6.53,KZ,clear sky
416,Palmeira,-25.43,-50.01,53.33,86,2,9.15,BR,clear sky
417,Pemba,-12.97,40.52,77.29,72,18,5.86,MZ,few clouds
418,Anda,46.4,125.32,26.96,86,10,8.63,CN,clear sky
419,Port Elizabeth,-33.92,25.57,64.4,88,0,10.29,ZA,clear sky
420,Oussouye,12.48,-16.55,84.2,83,0,2.24,SN,clear sky
421,Manzhouli,49.6,117.43,18.28,87,81,16.17,CN,broken clouds
422,Lithgow,-33.48,150.15,53.01,86,59,1.99,AU,broken clouds
423,Edson,53.58,-116.44,55.4,35,1,5.82,CA,clear sky
424,Rawson,-43.3,-65.1,78.98,23,29,23.26,AR,scattered clouds
425,Odweyne,9.41,45.06,70.52,21,0,13.38,SO,clear sky
426,Minab,27.15,57.08,68.0,72,0,6.93,IR,clear sky
427,Puchov,49.12,18.33,46.4,93,90,1.12,SK,light intensity drizzle
428,La Rioja,42.25,-2.5,57.99,87,0,7.47,ES,clear sky
429,Nanjing,32.06,118.78,62.01,100,100,2.42,CN,mist
430,Guerrero Negro,27.98,-114.06,78.76,39,15,12.03,MX,few clouds
431,Sambava,-14.27,50.17,70.07,73,69,10.69,MG,broken clouds
432,Jaisalmer,26.91,70.92,68.5,22,0,2.86,IN,clear sky
433,Chinsali,-10.54,32.08,61.86,82,65,4.14,ZM,broken clouds
434,Turayf,31.67,38.66,60.8,93,75,14.99,SA,broken clouds
435,Piacabucu,-10.41,-36.43,78.62,80,24,14.88,BR,few clouds
436,Fairbanks,64.84,-147.72,3.99,77,40,1.45,US,scattered clouds
437,Catuday,16.29,119.81,79.29,79,86,22.77,PH,light rain
438,Half Moon Bay,37.46,-122.43,78.01,60,5,5.82,US,clear sky
439,Englehart,47.82,-79.87,32.0,97,90,25.28,CA,light snow
440,Mercedes,-34.65,-59.43,71.01,37,0,3.0,AR,clear sky
441,Baft,29.23,56.61,45.45,43,0,1.48,IR,clear sky
442,Srednekolymsk,67.45,153.68,-3.5,91,100,7.38,RU,overcast clouds
443,Zeya,53.75,127.27,17.94,87,100,9.35,RU,overcast clouds
444,Maningrida,-12.07,134.27,84.9,44,25,7.61,AU,scattered clouds
445,Poum,-20.23,164.02,78.84,77,1,15.79,NC,clear sky
446,Batangafo,7.3,18.28,72.36,86,87,1.41,CF,overcast clouds
447,Channel-Port Aux Basques,47.57,-59.14,44.1,79,3,17.85,CA,clear sky
448,Marilia,-22.21,-49.95,64.63,63,21,12.39,BR,few clouds
449,Helena,46.59,-112.04,57.2,28,1,2.57,US,clear sky
450,Belaya Gora,68.53,146.42,-11.15,86,70,7.96,RU,broken clouds
451,Tabou,4.42,-7.35,77.76,88,28,6.33,CI,scattered clouds
452,Raudeberg,61.99,5.14,46.99,84,97,25.03,NO,light rain
453,Fort Nelson,58.81,-122.7,15.8,78,90,12.75,CA,light snow
454,Seoul,37.57,126.98,42.8,100,1,2.33,KR,mist
455,Nara,34.69,135.8,62.01,82,75,4.7,JP,shower rain
456,Tranas,58.04,14.98,50.0,87,99,10.29,SE,light intensity drizzle
457,Yerbogachen,61.28,108.01,6.85,92,9,9.37,RU,clear sky
458,Det Udom,14.91,105.08,71.6,94,20,5.82,TH,few clouds
459,Laguna De Duero,41.58,-4.72,59.0,93,0,3.36,ES,clear sky
460,Fairview,40.81,-74.0,55.4,93,90,4.7,US,mist
461,Nalut,30.33,10.85,61.25,63,5,9.04,LY,clear sky
462,Padre Bernardo,-15.35,-48.5,71.4,85,79,0.87,BR,light rain
463,Porto Velho,-8.76,-63.9,80.6,78,75,2.84,BR,broken clouds
464,Ossora,59.24,163.07,33.76,89,83,3.13,RU,broken clouds
465,Yuzhno-Kurilsk,44.03,145.86,55.08,86,100,15.52,RU,overcast clouds
466,Davidson,36.15,-86.78,57.2,22,1,16.11,US,clear sky
467,Sheridan,44.83,-106.92,64.4,25,1,3.36,US,clear sky
468,Urumqi,43.8,87.6,35.6,59,0,6.71,CN,clear sky
469,Lasa,46.62,10.7,50.0,71,75,5.82,IT,broken clouds
470,Seymchan,62.88,152.43,13.68,94,100,1.66,RU,light snow
471,Pilar,-9.6,-35.96,77.0,83,0,10.29,BR,clear sky
472,Maceio,-9.67,-35.74,77.0,83,0,10.29,BR,clear sky
473,Port Shepstone,-30.74,30.45,63.23,91,100,14.38,ZA,moderate rain
474,Viedma,-40.81,-63.0,79.0,28,0,17.2,AR,clear sky
475,Rio Gallegos,-51.62,-69.22,57.2,54,75,13.87,AR,broken clouds
476,Gudivada,16.45,80.98,74.08,79,19,4.38,IN,few clouds
477,Zheleznodorozhnyy,55.75,38.0,41.0,100,90,8.95,RU,mist
478,La Ronge,55.1,-105.28,42.8,93,94,4.7,CA,overcast clouds
479,Boyolangu,-8.12,111.89,74.91,87,97,1.43,ID,light rain
480,Dahuk,36.87,42.99,67.95,23,98,7.67,IQ,overcast clouds
481,Nuuk,64.18,-51.72,21.52,95,88,3.18,GL,overcast clouds
482,Kiruna,67.86,20.23,39.2,93,100,17.22,SE,overcast clouds
483,Alihe,50.57,123.72,14.9,89,100,9.78,CN,overcast clouds
484,Puerto Colombia,10.99,-74.95,77.0,94,75,4.7,CO,broken clouds
485,Kilindoni,-7.91,39.67,78.42,79,33,11.14,TZ,scattered clouds
486,Coari,-4.08,-63.14,79.16,74,44,3.15,BR,scattered clouds
487,Ugoofaaru,5.67,73.0,81.97,71,58,5.28,MV,broken clouds
488,North Bend,43.41,-124.22,64.99,72,1,6.93,US,clear sky
489,Nyimba,-14.56,30.81,71.6,67,23,6.96,ZM,light rain
490,Natal,-5.79,-35.21,80.6,78,40,10.29,BR,scattered clouds
491,Taltal,-25.4,-70.48,59.83,69,21,5.84,CL,few clouds
492,Samfya,-11.36,29.56,74.66,49,72,10.85,ZM,broken clouds
493,Avera,33.19,-82.53,68.0,64,1,8.05,US,clear sky
494,Dingle,11.0,122.67,78.31,88,81,6.26,PH,light rain
495,Borogontsy,62.67,131.17,-16.89,88,6,1.34,RU,clear sky
496,Namibe,-15.2,12.15,72.52,72,39,5.21,AO,scattered clouds
497,Anaconda,46.13,-112.94,62.6,21,1,3.36,US,clear sky
498,Alice Springs,-23.7,133.88,75.2,19,0,3.36,AU,clear sky
499,Mayo,38.89,-76.51,57.99,67,75,6.93,US,broken clouds
500,Tarko-Sale,64.92,77.78,28.42,97,95,20.67,RU,overcast clouds
501,Mega,4.05,38.3,60.03,97,98,8.16,ET,light rain
502,Coruripe,-10.13,-36.18,78.39,78,25,14.9,BR,scattered clouds
503,Prince Rupert,54.32,-130.32,53.6,87,90,20.8,CA,light rain
504,Touba,8.28,-7.68,73.87,68,23,1.68,CI,few clouds
505,Impfondo,1.64,18.07,69.39,98,100,2.33,CG,moderate rain
506,Shingu,33.73,135.98,63.7,78,4,2.93,JP,clear sky
507,Bilma,18.69,12.92,70.45,25,0,6.22,NE,clear sky
508,Nakskov,54.84,11.13,57.0,92,96,10.0,DK,overcast clouds
509,Broken Hill,-31.95,141.43,71.6,49,0,11.41,AU,clear sky
510,Zunheboto,25.97,94.52,60.31,100,100,0.25,IN,light rain
511,Los Llanos De Aridane,28.66,-17.92,77.0,33,0,11.41,ES,clear sky
512,Eureka,40.8,-124.16,68.0,71,0,5.01,US,clear sky
513,Kouroussa,10.65,-9.88,75.18,51,15,2.46,GN,few clouds
514,Asau,46.43,26.4,37.99,95,0,5.99,RO,clear sky
515,Kiama,-34.68,150.87,66.99,78,83,9.91,AU,broken clouds
516,Alta Floresta,-9.88,-56.09,72.54,95,100,3.6,BR,overcast clouds
517,Mnogovershinnyy,53.94,139.92,34.54,97,96,1.83,RU,overcast clouds
518,Champerico,14.3,-91.92,87.8,70,40,9.17,GT,scattered clouds
519,Miguel Auza,24.29,-103.45,67.46,25,43,16.04,MX,scattered clouds
520,Young,-32.68,-57.63,57.88,72,0,4.83,UY,clear sky
521,Lins,-21.68,-49.74,68.49,60,53,15.7,BR,broken clouds
522,Portmore,17.97,-76.87,79.0,94,75,24.16,JM,shower rain
523,Kahului,20.89,-156.47,89.6,52,40,12.75,US,scattered clouds
524,Lungi,9.22,-12.68,76.19,91,18,5.23,SL,few clouds
525,Sechura,-5.56,-80.82,68.95,67,68,16.64,PE,broken clouds
526,Chico,39.73,-121.84,84.0,22,5,4.7,US,clear sky
527,Batagay,67.63,134.63,-13.58,87,94,4.41,RU,overcast clouds
528,Kitimat,54.05,-128.65,50.0,96,100,1.99,CA,light rain
529,Wichita,37.69,-97.34,59.0,26,20,5.82,US,few clouds
530,Vuktyl,63.86,57.31,24.12,98,50,7.0,RU,scattered clouds
531,Ghanzi,-21.57,21.78,71.83,51,78,6.8,BW,broken clouds
532,Ostrovnoy,68.05,39.51,38.37,91,100,22.17,RU,overcast clouds
533,Adre,13.47,22.2,79.88,26,74,17.87,TD,broken clouds
534,Bunia,1.57,30.25,63.95,90,100,2.1,CD,overcast clouds
535,Damietta,31.42,31.81,73.4,69,20,9.17,EG,few clouds
536,Hangzhou,30.29,120.16,64.0,93,100,4.41,CN,overcast clouds
537,Gagret,31.67,76.07,60.08,40,0,2.44,IN,clear sky
538,Thinadhoo,0.53,72.93,83.03,75,98,9.37,MV,overcast clouds
539,Geraldton,-28.77,114.6,57.2,93,90,6.93,AU,light intensity shower rain
540,Tadine,-21.55,167.88,78.71,71,20,14.18,NC,few clouds
541,Tezu,27.92,96.17,69.48,73,40,2.19,IN,scattered clouds
542,Altay,47.87,88.12,29.25,78,0,3.15,CN,clear sky
543,Myitkyina,25.38,97.4,69.28,97,99,2.75,MM,light rain
544,Shimoda,34.67,138.95,53.01,89,24,7.14,JP,few clouds
545,Mitsamiouli,-11.38,43.28,76.96,76,99,8.95,KM,overcast clouds
546,Oga,46.46,10.35,50.0,52,90,2.24,IT,overcast clouds
547,Saint-Francois,46.42,3.91,64.4,72,90,4.7,FR,overcast clouds
548,Kharan,28.58,65.42,50.97,37,0,3.51,PK,clear sky
549,Mekhe,15.11,-16.62,78.8,57,4,6.73,SN,clear sky
550,Tunceli,39.11,39.55,66.2,32,75,4.7,TR,light rain
551,Itoman,26.12,127.67,71.6,83,20,1.12,JP,few clouds
552,Eina,60.63,10.6,50.0,98,100,11.07,NO,light rain
553,Kenai,60.55,-151.26,26.01,38,1,24.16,US,clear sky
554,Puerto Madero,14.72,-92.42,87.8,70,40,6.93,MX,shower rain
555,Huarmey,-10.07,-78.15,64.6,76,97,8.3,PE,overcast clouds
556,Lorengau,-2.02,147.27,85.93,66,11,5.44,PG,few clouds
557,Paamiut,61.99,-49.67,27.9,94,90,10.02,GL,overcast clouds
558,Chabahar,25.29,60.64,64.4,82,0,5.64,IR,clear sky
559,Timmins,48.47,-81.33,26.6,92,90,19.46,CA,snow
560,Oxford,51.75,-1.26,62.6,93,90,25.28,GB,overcast clouds
561,Tete,-16.16,33.59,82.0,61,20,13.87,MZ,few clouds
562,Salekhard,66.53,66.6,25.88,96,11,14.34,RU,few clouds
563,Bila Krynytsya,50.64,29.47,44.6,100,100,6.71,UA,overcast clouds
564,Jiazi,22.88,116.07,69.69,81,100,7.85,CN,moderate rain
565,Margate,51.38,1.39,63.0,92,100,5.99,GB,overcast clouds
566,Caxito,-8.58,13.66,77.0,88,75,5.82,AO,broken clouds
567,Xaltianguis,17.07,-99.83,78.19,76,23,4.16,MX,few clouds
568,Salima,-13.78,34.46,75.56,67,33,7.9,MW,scattered clouds
569,Jumla,29.27,82.18,44.47,59,0,5.73,NP,clear sky
570,Dunedin,-45.87,170.5,55.99,59,74,13.0,NZ,broken clouds
571,Moyobamba,-6.05,-76.97,70.27,89,64,1.12,PE,light rain
572,Takoradi,4.88,-1.76,78.49,89,100,8.48,GH,overcast clouds
573,Zamora,-4.07,-78.96,84.2,35,0,8.05,EC,clear sky
574,George Town,5.41,100.34,78.8,88,20,3.36,MY,thunderstorm
575,Portland,45.52,-122.68,66.99,39,1,10.29,US,clear sky
576,Galesong,-5.32,119.37,81.12,76,63,8.28,ID,broken clouds
577,Banjar,-8.19,114.97,79.84,71,75,2.55,ID,broken clouds
578,Freeport,40.66,-73.58,55.4,93,90,8.05,US,heavy intensity rain
579,Obama,35.5,135.75,60.01,83,98,1.81,JP,moderate rain
580,Chontalpa,17.7,-93.52,73.71,92,93,14.61,MX,moderate rain
581,Noumea,-22.28,166.46,86.0,45,20,5.82,NC,few clouds
582,Oistins,13.07,-59.53,82.4,78,40,23.04,BB,shower rain
583,Cayenne,4.93,-52.33,80.6,94,97,2.24,GF,moderate rain
584,Chokwe,-24.53,32.98,67.75,90,98,3.67,MZ,overcast clouds
585,Najran,17.49,44.13,62.6,29,0,1.07,SA,clear sky
586,Campbeltown,55.43,-5.61,50.0,81,100,24.16,GB,light rain
587,Birao,10.28,22.79,75.9,38,16,0.45,CF,few clouds
588,Naze,28.37,129.48,73.4,94,40,11.41,JP,scattered clouds
589,Suzhou,31.31,120.62,60.01,97,100,4.09,CN,overcast clouds
590,Wajima,37.4,136.9,61.72,88,100,20.09,JP,light rain
591,Srandakan,-7.94,110.25,76.87,84,64,5.26,ID,broken clouds
592,Muros,42.78,-9.06,66.0,90,100,13.0,ES,overcast clouds
593,Quang Ngai,15.12,108.8,72.05,88,100,6.35,VN,light rain
594,San Andres,12.58,-81.7,82.4,83,90,9.17,CO,overcast clouds
595,Kutum,14.2,24.67,73.35,30,44,18.07,SD,scattered clouds
596,Port-Gentil,-0.72,8.78,78.8,94,75,8.05,GA,thunderstorm
597,Monte Plata,18.81,-69.78,84.2,74,40,6.93,DO,scattered clouds
598,Montigny-Le-Bretonneux,48.77,2.03,64.99,93,90,19.46,FR,overcast clouds
599,Dafeng,23.45,108.59,68.11,69,100,6.22,CN,overcast clouds
600,Socorro,31.65,-106.3,71.6,26,20,10.29,US,few clouds
601,Yarmouth,41.71,-70.23,55.99,93,90,3.36,US,moderate rain
602,Biltine,14.53,20.92,81.9,26,47,8.66,TD,scattered clouds
603,Saint-Cyr-Sur-Loire,47.4,0.67,64.4,88,75,13.87,FR,broken clouds
604,Kyzyl-Suu,42.34,78.01,36.41,58,0,8.66,KG,clear sky
605,Luanda,-8.84,13.23,77.0,88,75,5.82,AO,broken clouds
606,Muswellbrook,-32.27,150.9,61.41,70,91,8.7,AU,overcast clouds
607,Saint-Pierre,-21.34,55.48,69.8,60,90,5.82,RE,overcast clouds
608,Marsa Matruh,31.35,27.25,64.4,88,40,5.82,EG,scattered clouds
609,Extremoz,-5.71,-35.31,80.6,78,40,12.75,BR,scattered clouds
610,Palu,-0.89,119.87,78.06,80,100,2.68,ID,light rain
611,Waipawa,-41.41,175.52,57.2,87,100,12.75,NZ,light rain
612,Farah,32.5,62.5,42.91,59,0,3.0,AF,clear sky
613,Samarai,-10.62,150.67,82.78,78,67,7.63,PG,light rain
614,Wamba,8.93,8.6,74.14,43,45,3.56,NG,scattered clouds
615,Diego De Almagro,-26.37,-70.05,64.2,29,0,5.66,CL,clear sky
616,Moranbah,-22.0,148.05,82.92,47,0,16.73,AU,clear sky
617,Domna,51.9,113.16,12.2,66,0,2.24,RU,clear sky
618,Mizdah,31.45,12.98,57.42,72,12,8.21,LY,few clouds
619,Monrovia,6.3,-10.8,79.07,86,50,7.43,LR,light rain
620,Karlskrona,56.16,15.59,53.6,100,95,14.99,SE,light rain
621,Gunjur,13.2,-16.73,78.8,94,0,10.85,GM,clear sky
622,Botro,7.85,-5.31,77.0,83,20,4.7,CI,few clouds
623,Vila,42.03,-8.16,61.0,94,100,8.01,PT,overcast clouds
624,Talcahuano,-36.72,-73.12,55.4,82,90,5.82,CL,overcast clouds
625,Yarada,17.65,83.27,78.8,94,0,2.24,IN,mist
626,Bandarbeyla,9.49,50.81,76.48,76,0,18.48,SO,clear sky
627,Tandil,-37.32,-59.13,56.88,68,12,5.84,AR,few clouds
628,Fukuma,33.77,130.47,61.0,87,75,4.7,JP,light intensity shower rain
629,Cidreira,-30.18,-50.21,62.53,66,15,7.09,BR,few clouds
630,Konotop,51.24,33.2,48.0,91,100,4.38,UA,light rain
631,Arua,3.02,30.91,65.44,88,89,2.44,UG,light rain
632,Tahe,52.33,124.73,9.99,93,100,12.03,CN,light snow
633,Salinas,36.68,-121.66,91.4,9,1,3.36,US,clear sky
634,Camapua,-19.53,-54.04,73.63,56,4,4.61,BR,clear sky
635,Hualmay,-11.1,-77.61,63.95,79,77,8.57,PE,broken clouds
636,Saint-Georges,12.06,-61.75,77.0,94,75,19.46,GD,light rain
637,Vryburg,-26.96,24.73,60.12,80,2,6.33,ZA,clear sky
638,Roald,62.58,6.13,50.0,66,75,25.28,NO,broken clouds
639,Marrakesh,31.63,-8.01,69.8,37,0,3.36,MA,clear sky
640,Batemans Bay,-35.72,150.18,64.99,83,25,1.01,AU,scattered clouds
641,Jiaozuo,35.24,113.23,53.26,40,1,4.72,CN,clear sky
642,Wanning,18.8,110.4,70.65,87,86,8.16,CN,overcast clouds
643,Parrita,9.52,-84.32,69.8,94,75,6.93,CR,light rain
644,Sitka,57.05,-135.33,46.4,87,90,5.82,US,moderate rain
645,Mustasaari,63.11,21.68,48.2,70,90,18.34,FI,overcast clouds
646,Yenagoa,4.92,6.26,76.06,93,99,3.24,NG,overcast clouds
647,Burriana,39.89,-0.09,59.0,74,34,2.48,ES,scattered clouds
648,Guiyang,26.58,106.72,48.2,100,90,2.24,CN,overcast clouds
649,General Pico,-35.66,-63.76,66.45,47,7,8.81,AR,clear sky
650,Puerto Carreno,6.19,-67.49,75.25,91,100,9.37,CO,overcast clouds
651,Kurtamysh,54.91,64.43,26.47,97,0,3.96,RU,clear sky
652,Ascope,-7.71,-79.11,66.56,65,91,5.12,PE,overcast clouds
653,Ambikapur,23.12,83.2,62.82,57,0,1.79,IN,clear sky
654,Bowen,-20.02,148.23,80.6,74,40,8.05,AU,scattered clouds
655,Ambilobe,-13.2,49.05,72.97,68,78,6.98,MG,broken clouds
656,Kununurra,-15.77,128.73,80.6,74,90,2.24,AU,overcast clouds
657,Digby,44.62,-65.77,54.0,78,100,15.01,CA,overcast clouds
658,Waddan,29.16,16.14,60.35,83,4,6.67,LY,clear sky
659,Kushima,31.46,131.23,64.4,100,75,4.7,JP,broken clouds
660,Mozarlandia,-14.74,-50.57,77.68,71,49,4.47,BR,scattered clouds
661,Uige,-7.61,15.06,67.24,95,94,2.13,AO,light rain
662,Ritchie,-29.04,24.6,55.4,87,0,5.82,ZA,clear sky
663,Mulege,26.88,-111.98,83.62,32,0,8.88,MX,clear sky
664,Luena,-11.78,19.92,65.34,63,0,3.71,AO,clear sky
665,Pringsewu,-5.36,104.97,73.8,85,69,4.09,ID,broken clouds
666,Bocas Del Toro,9.33,-82.25,64.99,100,100,11.05,PA,moderate rain
667,Ossipee,43.69,-71.12,46.0,94,100,5.91,US,moderate rain
668,Bajil,15.06,43.29,80.31,59,0,3.22,YE,clear sky
669,Alcudia,39.85,3.12,59.0,93,0,3.36,ES,clear sky
